5	 0.1
7	 0.2
8	 0.6
9	 0.8
11	 0.9
12	 1
14	 1.3
15	 1.4
16	 1.8
17	 3.7
18	 4.3
19	 4.4
21	 5.7
22	 6.2
23	 8
24	 8.3
26	 8.7
27	 9.9
28	 10.8
29	 11.5
30	 12.7
31	 13
33	 14.2
34	 16.2
35	 20.1
36	 22.1
37	 23.9
38	 27.6
39	 27.7
40	 30.5
41	 32.4
42	 50.7
43	 60.3
44	 61.3
45	 64.8
46	 80.7
47	 101.1
48	 108.5
49	 153
50	 179.7
51	 185.7
52	 190
53	 203.1
54	 212.2
55	 242.4
56	 260
57	 271.4
58	 273.9
59	 518.8
60	 565.5
61	 596
62	 633.1
63	 633.9
64	 651.8
65	 655.2
66	 660.1
67	 712.1
68	 738.3
69	 812.2
70	 821.4
71	 889
72	 920.2
73	 971.5
74	 1155.9
75	 1168.1
76	 1234
77	 1247.6
78	 1327.8
79	 1395.5
80	 1480.5
81	 1510.3
82	 1530.2
83	 1601.4
84	 1742.6
85	 1788.7
86	 1848
87	 1849.7
88	 2055.5
89	 2167.5
90	 2262.2
91	 2369.7
92	 2587.1
93	 3039.8
94	 3087.8
95	 3160.3
96	 3283.4
97	 3451.5
98	 5009
99	 5435
100	 5512
101	 7248
102	 7341
103	 9406
104	 10777
